"title","president","year","count","matched","perPositive","perNegative","positiveWords","negativeWords","sentimentScore"
"Carter's First","Jimmy Carter","1977",1223,323,0.107113654946852,0.027800490596892886,"[""strength"",""moral"",""affirmation"",""precious"",""peace"",""hope"",""proud"",""powerful"",""respect"",""productive"",""found"",""respect"",""unity"",""justice"",""mercy"",""humility"",""president"",""hope"",""join"",""confidence"",""evident"",""united"",""success"",""join"",""wisdom"",""pledge"",""strength"",""engaged"",""decency"",""dominate"",""respect"",""share"",""sense"",""moral"",""freedom"",""idealism"",""purely"",""vigilant"",""nobility"",""strength"",""quiet"",""strength"",""humane"",""peaceful"",""shape"",""task"",""spirit"",""freedom"",""passion"",""benefit"",""spirit"",""strength"",""essential"",""worthy"",""freedom"",""enhance"",""good"",""spirit"",""boldness"",""afford"",""afford"",""dignity"",""powerful"",""beauty"",""fair"",""absolute"",""opportunity"",""equality"",""enhance"",""liberty"",""degree"",""found"",""compassionate"",""competent"",""prospect"",""afford"",""glory"",""united"",""special"",""faith"",""full"",""triumph"",""confident"",""pray"",""laugh"",""learn"",""wisdom"",""compensate"",""strength"",""unity"",""spirit"",""create"",""worthy"",""invariably"",""moral"",""special"",""unique"",""liberty"",""faith"",""excited"",""brilliant"",""bold"",""freedom"",""quest"",""birth"",""provide"",""spirit"",""sense"",""president"",""spirit"",""dedication"",""ceremony"",""inauguration"",""god"",""humbly"",""mercy"",""love"",""lord"",""good"",""prophet"",""mother"",""oath"",""president"",""inauguration"",""teacher"",""strength"",""attest"",""ceremony"",""outward"",""land"",""heal""]","[""war"",""government"",""mistrust"",""torn"",""words"",""death"",""elimination"",""armaments"",""armaments"",""threat"",""inhospitable"",""intimidate"",""fate"",""weakness"",""confuse"",""ignorance"",""poverty"",""fight"",""demanding"",""foreign"",""lack"",""persecute"",""government"",""inferior"",""mediocrity"",""failure"",""reject"",""government"",""despise"",""minimize"",""weakness"",""government"",""ancient"",""admonition""]",0.07931316434995912
"Nixon's Second","Richard Nixon","1973",1786,423,0.0767077267637178,0.021836506159014557,"[""god"",""faith"",""faith"",""hope"",""confident"",""forward"",""hope"",""vital"",""young"",""birthday"",""pledge"",""worthy"",""pray"",""ahead"",""conscience"",""god"",""peace"",""structure"",""honor"",""peace"",""bold"",""proud"",""advantage"",""including"",""engaged"",""proud"",""abundance"",""freedom"",""proud"",""progress"",""generosity"",""privileged"",""remarkable"",""confident"",""faith"",""faith"",""dignity"",""respect"",""level"",""respect"",""level"",""precious"",""decency"",""civility"",""debate"",""learn"",""promise"",""fulfillment"",""proud"",""progress"",""dawn"",""forward"",""community"",""important"",""lead"",""pledge"",""vital"",""learn"",""confidence"",""effort"",""promise"",""solution"",""purely"",""promise"",""offer"",""encourage"",""progress"",""peace"",""progress"",""building"",""peace"",""structure"",""building"",""determination"",""bold"",""opportunity"",""full"",""insure"",""respect"",""endeavor"",""peace"",""build"",""strength"",""influence"",""respects"",""safe"",""peace"",""structure"",""build"",""build"",""continue"",""forward"",""rest"",""peace"",""peace"",""respect"",""manage"",""share"",""expect"",""freedom"",""peace"",""defending"",""share"",""continue"",""respect"",""freedom"",""freedom"",""preserve"",""peace"",""peace"",""preserve"",""peace"",""important"",""endure"",""peace"",""interlude"",""peace"",""peace"",""peace"",""progress"",""bold"",""durable"",""traditional"",""peace"",""promise"",""spirit"",""peace"",""question"",""peace"",""endless"",""prospect"",""spirit"",""share"",""good"",""fellow"",""justice"",""president""]","[""serve"",""challenge"",""aggression"",""resist"",""selfish"",""wrong"",""ashamed"",""ashamed"",""ashamed"",""government"",""war"",""government"",""government"",""government"",""government"",""government"",""government"",""government"",""frustration"",""disappointment"",""inflated"",""government"",""problem"",""condescending"",""force"",""government"",""hostility"",""conflict"",""danger"",""force"",""war"",""danger"",""isolation"",""conflict"",""destructive"",""war"",""depressed"",""bleak"",""vice""]",0.054871220604703244
"Nixon's First","Richard Nixon","1969",2104,556,0.07937262357414449,0.03326996197718631,"[""promise"",""god"",""confidence"",""cautious"",""steadfast"",""faith"",""forward"",""opportunity"",""dawn"",""spirit"",""triumph"",""surpassing"",""beautiful"",""goodness"",""blessing"",""beauty"",""god"",""glory"",""opportunity"",""understanding"",""compassion"",""healing"",""peace"",""victory"",""peace"",""peace"",""wisdom"",""oath"",""united"",""defend"",""god"",""presence"",""oath"",""good"",""mother"",""child"",""diplomacy"",""patient"",""peace"",""peace"",""structure"",""strengthen"",""cooperate"",""join"",""adventure"",""peaceful"",""invite"",""friend"",""expect"",""goods"",""exchange"",""peace"",""peace"",""peace"",""forward"",""forward"",""learn"",""dignity"",""god"",""dignity"",""remains"",""conscience"",""white"",""forward"",""forward"",""neighbor"",""fully"",""promise"",""spirit"",""nobility"",""achieve"",""fulfillment"",""freedom"",""exciting"",""humanity"",""join"",""ease"",""offer"",""neighbor"",""cathedral"",""build"",""splendid"",""lesson"",""committed"",""wealth"",""forward"",""protecting"",""improving"",""excellence"",""full"",""money"",""build"",""task"",""progress"",""decent"",""quiet"",""learn"",""greatness"",""kindness"",""love"",""decency"",""goodness"",""spirit"",""spirit"",""fulfillment"",""unity"",""peace"",""precision"",""magnificent"",""spirit"",""goods"",""found"",""god"",""surveying"",""standing"",""hope"",""afford"",""achieve"",""abundant"",""achievement"",""conscience"",""committed"",""educated"",""proud"",""youth"",""youth"",""hope"",""white"",""real"",""promise"",""freedom"",""growth"",""manage"",""wealth"",""agriculture"",""achievement"",""proud"",""greatness"",""safe"",""succeed"",""civilization"",""dawn"",""peace"",""lead"",""honor"",""title"",""honor"",""shape"",""kind"",""kind"",""peace"",""peace"",""hope"",""shape"",""unique"",""precious"",""unity"",""orderly"",""majesty"",""share"",""community"",""fellow"",""fellow"",""president"",""president"",""president"",""justice""]","[""fear"",""seize"",""despair"",""curse"",""small"",""spoke"",""darkness"",""opposed"",""sorrow"",""suffer"",""lost"",""grief"",""battle"",""pain"",""homeless"",""doubt"",""leave"",""weakness"",""hungry"",""enemy"",""isolation"",""angry"",""small"",""fragile"",""unknown"",""black"",""grim"",""stone"",""small"",""agony"",""government"",""government"",""government"",""fall"",""urgent"",""war"",""destruction"",""spent"",""government"",""anxious"",""injured"",""words"",""anguish"",""government"",""words"",""angry"",""inflated"",""words"",""lower"",""trappings"",""crisis"",""wanting"",""wanting"",""torn"",""wanting"",""war"",""discord"",""raucous"",""falling"",""crisis"",""fear"",""depression"",""possessed"",""black"",""summons"",""turmoil"",""war"",""afraid"",""vice"",""vice""]",0.046102661596958174
"Johnson's First","Lynden B. Johnson","1965",1465,359,0.07986348122866894,0.031399317406143344,"[""knowledge"",""wisdom"",""leader"",""lead"",""lead"",""public"",""harvest"",""star"",""victory"",""faith"",""liberty"",""justice"",""building"",""succeed"",""god"",""freedom"",""faith"",""democracy"",""abundance"",""earn"",""gaining"",""excitement"",""spirit"",""strength"",""greatness"",""endure"",""greatness"",""god"",""promise"",""freedom"",""mighty"",""liberty"",""justice"",""covenant"",""achieve"",""progress"",""achieve"",""unity"",""interest"",""unity"",""action"",""faith"",""reason"",""join"",""rekindle"",""faithful"",""hope"",""child"",""bounty"",""increase"",""shoulder"",""shoulder"",""working"",""bounty"",""capitalist"",""strength"",""liberty"",""success"",""advance"",""greater"",""fellow"",""aspire"",""happiness"",""mastery"",""mastery"",""existence"",""fellow"",""covenant"",""treasure"",""hope"",""liberation"",""covenant"",""citizen"",""knowledge"",""provide"",""tower"",""growth"",""important"",""rejoicing"",""proud"",""covenant"",""liberty"",""fellow"",""citizen"",""justice"",""resources"",""real"",""resources"",""young"",""learning"",""land"",""healing"",""land"",""harvest"",""land"",""wealth"",""land"",""land"",""share"",""journey"",""promise"",""justice"",""inspire"",""liberty"",""justice"",""land"",""covenant"",""faith"",""rest"",""mastery"",""choice"",""majesty"",""citizen"",""rest"",""god"",""oath"",""fellow""]","[""ancient"",""words"",""sorrowful"",""desert"",""defeat"",""depression"",""mistake"",""clamor"",""hardship"",""forgotten"",""falling"",""sterile"",""scar"",""strife"",""reject"",""sick"",""struggle"",""small"",""misery"",""tyranny"",""abandon"",""hate"",""fragile"",""hanging"",""conviction"",""foreign"",""isolation"",""stranger"",""government"",""enemy"",""surrender"",""enemy"",""waste"",""injustice"",""die"",""suffer"",""hungry"",""poverty"",""hopeless"",""bound"",""stranger"",""exile"",""shaking"",""destruction"",""uncertain"",""fate""]",0.048464163822525594
"Kennedy's First","John F. Kennedy","1961",1340,373,0.09029850746268657,0.04253731343283582,"[""knowing"",""blessing"",""love"",""land"",""lead"",""reward"",""conscience"",""good"",""strength"",""finally"",""freedom"",""fellow"",""fellow"",""glow"",""endeavor"",""faith"",""exchange"",""maximum"",""freedom"",""defending"",""granted"",""effort"",""join"",""fruitful"",""forge"",""patient"",""hope"",""rejoicing"",""surround"",""young"",""loyalty"",""success"",""rest"",""fellow"",""peace"",""balance"",""endeavor"",""join"",""cooperation"",""encourage"",""absolute"",""absolute"",""precise"",""negotiate"",""negotiate"",""sincerity"",""civility"",""balance"",""atom"",""rightly"",""present"",""comfort"",""powerful"",""humanity"",""peace"",""quest"",""pledge"",""offer"",""finally"",""strengthen"",""pledge"",""peace"",""hope"",""united"",""assembly"",""master"",""join"",""hope"",""revolution"",""peaceful"",""assist"",""good"",""good"",""convert"",""special"",""offer"",""save"",""pledge"",""supporting"",""strongly"",""hope"",""supporting"",""expect"",""iron"",""word"",""pledge"",""powerful"",""cooperative"",""united"",""faithful"",""loyalty"",""pledge"",""share"",""liberty"",""success"",""friend"",""pay"",""committed"",""committed"",""proud"",""peace"",""tempered"",""friend"",""word"",""revolution"",""god"",""generosity"",""revolutionary"",""oath"",""god"",""almighty"",""renewal"",""celebration"",""victory"",""fellow"",""reverend"",""president"",""president"",""president"",""justice"",""president""]","[""serve"",""shrink"",""danger"",""war"",""disease"",""poverty"",""tyranny"",""struggle"",""struggle"",""battle"",""summons"",""trumpet"",""failure"",""suspicion"",""undo"",""disease"",""eradicate"",""fear"",""fear"",""subject"",""weakness"",""war"",""terror"",""uncertain"",""deadly"",""doubt"",""doubt"",""weakness"",""accidental"",""destruction"",""adversary"",""war"",""subversion"",""aggression"",""oppose"",""hostile"",""prey"",""poverty"",""words"",""misery"",""bonds"",""tyranny"",""split"",""challenge"",""foe"",""oppose"",""hardship"",""ill"",""ancient"",""war"",""foe"",""forget"",""poverty"",""abolish"",""mortal"",""vice"",""vice""]",0.04776119402985075
"Eisenhower's Second","Dwight D. Eisenhower","1957",1632,424,0.09191176470588236,0.03125,"[""brotherhood"",""dignity"",""share"",""peace"",""freedom"",""strength"",""labor"",""weight"",""weight"",""heal"",""hope"",""friendship"",""freely"",""greater"",""freedom"",""intellectual"",""success"",""progress"",""honor"",""freedom"",""join"",""freedom"",""honor"",""independence"",""respect"",""friendship"",""cherish"",""confidence"",""fulfill"",""inspire"",""excite"",""progress"",""opportunity"",""equality"",""freedom"",""courage"",""passion"",""growth"",""spirit"",""constant"",""pledge"",""build"",""shelter"",""safe"",""fortress"",""prosper"",""survive"",""prosperity"",""mutual"",""defense"",""freedom"",""unity"",""truth"",""peace"",""receiving"",""giving"",""wisdom"",""willingness"",""equality"",""practice"",""respecting"",""pacific"",""responsible"",""general"",""dignity"",""hope"",""united"",""authority"",""fortify"",""honor"",""hope"",""hope"",""substance"",""knowledge"",""build"",""strength"",""pay"",""peace"",""peace"",""blessings"",""splendid"",""equality"",""freedom"",""justice"",""truce"",""justice"",""justice"",""rooted"",""peace"",""peace"",""freedom"",""peace"",""knowing"",""peace"",""full"",""pay"",""full"",""bold"",""peace"",""building"",""moral"",""justice"",""peace"",""building"",""fortunate"",""yearning"",""shining"",""swift"",""love"",""pledge"",""freedom"",""love"",""readiness"",""mighty"",""greater"",""seal"",""practice"",""resources"",""assistance"",""knowledge"",""freedom"",""freedom"",""pacific"",""good"",""rest"",""ease"",""full"",""bountiful"",""chorus"",""assembly"",""productive"",""agriculture"",""fertile"",""population"",""wealth"",""land"",""honorable"",""good"",""justice"",""truth"",""pride"",""grow"",""god"",""almighty"",""blessings"",""labor"",""oath"",""justice"",""president"",""chairman""]","[""turbulence"",""darkness"",""darkened"",""fear"",""force"",""menace"",""trembling"",""dread"",""imitation"",""captive"",""peril"",""needy"",""stranger"",""fear"",""prison"",""isolation"",""fate"",""conflict"",""desperate"",""suffering"",""misery"",""force"",""threat"",""small"",""unstable"",""fear"",""serve"",""bondage"",""force"",""fierce"",""communism"",""hungry"",""enslaved"",""fate"",""communism"",""force"",""war"",""turmoil"",""tempest"",""poverty"",""grinding"",""struggle"",""evil"",""fate"",""danger"",""discord"",""blast"",""soil"",""peril"",""serve"",""vice""]",0.06066176470588235
"Eisenhower's First","Dwight D. Eisenhower","1953",2441,660,0.09504301515772225,0.02867677181482999,"[""god"",""almighty"",""charity"",""bravery"",""hope"",""hope"",""haven"",""escape"",""faith"",""fulfillment"",""practice"",""peace"",""truth"",""compassion"",""teach"",""conscience"",""wisdom"",""community"",""peace"",""winning"",""strength"",""productivity"",""citizen"",""genius"",""wealth"",""freedom"",""liberty"",""love"",""productivity"",""stamina"",""moral"",""prepared"",""strength"",""strength"",""stamina"",""defense"",""proficiency"",""acquire"",""freedom"",""supreme"",""vision"",""peace"",""hope"",""peace"",""honorable"",""quest"",""effective"",""eloquent"",""peace"",""hope"",""united"",""respecting"",""sense"",""honor"",""freedom"",""freedom"",""defense"",""safeguard"",""strength"",""unity"",""vigor"",""inspired"",""fraternal"",""community"",""join"",""special"",""strengthen"",""united"",""hope"",""wisdom"",""productivity"",""encourage"",""practice"",""peace"",""strength"",""freedom"",""defense"",""full"",""resources"",""count"",""achieve"",""freedom"",""impress"",""strength"",""special"",""convenience"",""comfort"",""citizen"",""hope"",""strength"",""freedom"",""defend"",""productive"",""united"",""knowing"",""choice"",""honor"",""bargain"",""decency"",""sense"",""pledge"",""faith"",""good"",""prove"",""provide"",""peace"",""effort"",""mutual"",""effort"",""humanity"",""save"",""dedication"",""supreme"",""peace"",""strength"",""develop"",""task"",""chosen"",""peace"",""labor"",""faith"",""freedom"",""strength"",""moral"",""confidence"",""firmness"",""proper"",""unity"",""unity"",""strength"",""peace"",""vital"",""equally"",""enjoy"",""noble"",""soldier"",""soldier"",""dignity"",""shepherd"",""faith"",""freedom"",""labor"",""creative"",""knowledge"",""treasure"",""faith"",""joined"",""truth"",""tutor"",""god"",""faith"",""faith"",""renewal"",""dedication"",""strengthening"",""accomplished"",""spirit"",""equality"",""productivity"",""reward"",""choice"",""elect"",""faith"",""heal"",""pick"",""balance"",""exalted"",""humble"",""precious"",""equally"",""pride"",""truth"",""equality"",""inalienable"",""debate"",""full"",""faith"",""moral"",""dignity"",""faith"",""faith"",""faith"",""gift"",""level"",""labor"",""wealth"",""genius"",""promise"",""colossal"",""sky"",""land"",""level"",""good"",""achieve"",""question"",""vision"",""peace"",""freedom"",""question"",""wit"",""knowledge"",""guidance"",""understanding"",""quest"",""sense"",""full"",""swift"",""peace"",""faith"",""god"",""presence"",""oath"",""citizen"",""ceremony"",""armed"",""good"",""sense"",""fellow"",""amen"",""glory"",""good"",""mutual"",""cooperation"",""pray"",""land"",""pray"",""fellow"",""dedication"",""full"",""join"",""god"",""almighty""]","[""weary"",""death"",""war"",""sorrow"",""conviction"",""soil"",""lofty"",""sacrifices"",""timid"",""force"",""inferior"",""reject"",""bonds"",""danger"",""wicked"",""aggressor"",""futility"",""armaments"",""distrust"",""fear"",""remove"",""aggression"",""threaten"",""balk"",""war"",""lack"",""offense"",""guilty"",""helpless"",""conviction"",""dread"",""discharge"",""challenge"",""discord"",""danger"",""war"",""slavery"",""struggle"",""conflict"",""argument"",""torture"",""treason"",""force"",""disorder"",""upheaval"",""turbulence"",""tyrant"",""mockery"",""deny"",""serve"",""serve"",""sick"",""erase"",""disease"",""evil"",""inflict"",""dwarfed"",""darkness"",""cold"",""fight"",""war"",""depression"",""strike"",""tempest"",""opposed"",""evil"",""challenge"",""words"",""wrong"",""government""]",0.06636624334289226
"Truman's Second","Harry Truman","1949",2266,661,0.11518093556928509,0.025154457193292144,"[""peace"",""harmony"",""justice"",""assured"",""firmness"",""resources"",""strength"",""freedom"",""advance"",""almighty"",""faith"",""steadfast"",""liberty"",""greater"",""liberty"",""liberty"",""courage"",""influence"",""democracy"",""join"",""abundance"",""democracy"",""freedom"",""freedom"",""speech"",""freedom"",""enjoy"",""abundance"",""sincerity"",""truth"",""relief"",""freedom"",""prosperity"",""prosperity"",""successful"",""happiness"",""freedom"",""lead"",""create"",""hope"",""action"",""major"",""action"",""triumphant"",""supply"",""democracy"",""decent"",""achieve"",""fortunate"",""knowledge"",""scientific"",""vigorous"",""production"",""greater"",""peace"",""prosperity"",""production"",""greater"",""progress"",""resources"",""benefit"",""including"",""labor"",""resources"",""interest"",""balanced"",""established"",""benefit"",""increase"",""labor"",""agriculture"",""cooperation"",""freedom"",""peace"",""achievement"",""effort"",""united"",""cooperative"",""welcomed"",""resources"",""pool"",""invite"",""food"",""cooperation"",""knowledge"",""store"",""knowledge"",""resources"",""assistance"",""afford"",""resources"",""scientific"",""united"",""knowledge"",""humanity"",""prosperous"",""food"",""growth"",""improvement"",""progress"",""scientific"",""bold"",""peace"",""cooperate"",""provide"",""respecting"",""hope"",""armed"",""overwhelming"",""armed"",""advance"",""defense"",""contribute"",""armed"",""determination"",""provide"",""primary"",""defense"",""established"",""united"",""defense"",""agreement"",""strengthen"",""agreement"",""working"",""strengthen"",""peace"",""recovery"",""status"",""achieve"",""effort"",""recovery"",""major"",""success"",""confident"",""recovery"",""weight"",""full"",""recovery"",""continue"",""united"",""increase"",""authority"",""strengthen"",""continue"",""united"",""continue"",""action"",""major"",""freedom"",""peace"",""strengthen"",""improve"",""working"",""justice"",""structure"",""build"",""peace"",""agree"",""liberty"",""hope"",""contribute"",""civilization"",""rightful"",""democracy"",""strengthen"",""invigorate"",""effort"",""cooperative"",""fair"",""powerful"",""effective"",""agreement"",""effort"",""peaceful"",""united"",""supported"",""extend"",""freedom"",""peace"",""effort"",""substance"",""united"",""peace"",""recovery"",""god"",""worship"",""dignity"",""united"",""democracy"",""peace"",""democracy"",""peaceful"",""justice"",""democracy"",""freedom"",""protecting"",""benefit"",""established"",""democracy"",""art"",""information"",""labor"",""lawful"",""justice"",""reason"",""govern"",""inalienable"",""intellectual"",""moral"",""democracy"",""govern"",""reward"",""learn"",""opportunity"",""greater"",""freedom"",""offer"",""united"",""freely"",""agreement"",""genuine"",""peace"",""determined"",""decent"",""achieve"",""govern"",""determined"",""faith"",""god"",""freedom"",""good"",""share"",""opportunity"",""justice"",""inspired"",""faith"",""faith"",""essential"",""fitting"",""wise"",""strength"",""good"",""united"",""equally"",""composed"",""harmony"",""peace"",""learn"",""supreme"",""marked"",""major"",""special"",""accomplish"",""encouragement"",""peace"",""honor"",""humility"",""fellow"",""justice"",""president""]","[""abandon"",""oppose"",""fear"",""despair"",""misery"",""ancient"",""force"",""foreign"",""limited"",""suffering"",""threat"",""handicap"",""poverty"",""stagnant"",""disease"",""inadequate"",""misery"",""attack"",""force"",""attack"",""attack"",""resist"",""aggression"",""problem"",""losing"",""despair"",""armaments"",""hostilities"",""threat"",""communist"",""communism"",""war"",""communism"",""violence"",""communism"",""government"",""forced"",""punishment"",""arrest"",""communism"",""conviction"",""unable"",""inadequate"",""communism"",""communism"",""tyranny"",""poverty"",""mockery"",""deceit"",""sorrow"",""contrary"",""opposed"",""doubt"",""grave"",""frightful"",""brutal"",""vice""]",0.09002647837599294
"FDR's Fourth","Franklin D. Roosevelt","1945",546,142,0.10805860805860806,0.02197802197802198,"[""peace"",""achievement"",""fellow"",""vision"",""pray"",""hope"",""faith"",""truth"",""freedom"",""mighty"",""land"",""blessed"",""god"",""almighty"",""flow"",""courage"",""confidence"",""understanding"",""gain"",""peace"",""gain"",""friend"",""truth"",""community"",""dependent"",""peace"",""democracy"",""structure"",""solid"",""build"",""perfect"",""perfect"",""trend"",""civilization"",""trend"",""rising"",""moral"",""achieve"",""perfection"",""peace"",""achieve"",""victory"",""peace"",""durable"",""peace"",""honorable"",""presence"",""fellow"",""presence"",""oath"",""honor"",""importance"",""democracy"",""essential"",""supreme"",""inauguration"",""agree"",""president"",""justice""]","[""strike"",""conviction"",""fear"",""mistrust"",""suspicion"",""fearful"",""war"",""abandonment"",""war"",""fight"",""words"",""vice""]",0.08608058608058608
"FDR's Third","Franklin D. Roosevelt","1941",1318,327,0.07511380880121396,0.028072837632776935,"[""god"",""forward"",""content"",""faith"",""spirit"",""democracy"",""integrity"",""protect"",""defense"",""justification"",""highest"",""faith"",""spirit"",""finally"",""model"",""liberty"",""president"",""freedom"",""freedom"",""obvious"",""spirit"",""spirit"",""spirit"",""instruct"",""clothe"",""achieve"",""land"",""resources"",""citizen"",""knowledge"",""opportunity"",""build"",""wealth"",""forward"",""spirit"",""united"",""independence"",""vitality"",""freedom"",""create"",""land"",""aspiration"",""freely"",""freedom"",""degree"",""faith"",""word"",""present"",""advanced"",""humane"",""sense"",""improvement"",""progress"",""infinite"",""civilization"",""unlimited"",""democracy"",""full"",""democracy"",""majority"",""joined"",""grow"",""democracy"",""democracy"",""freedom"",""remains"",""freely"",""continue"",""united"",""action"",""democracy"",""democracy"",""present"",""vital"",""measured"",""understanding"",""hope"",""greater"",""democracy"",""freedom"",""reason"",""kind"",""measured"",""democracy"",""spirit"",""count"",""determined"",""real"",""swift"",""save"",""task"",""preserve"",""task"",""create"",""task"",""united"",""dedication"",""sense"",""inauguration""]","[""reject"",""doubt"",""lose"",""government"",""words"",""enslaved"",""perished"",""alien"",""poverty"",""tolerate"",""republic"",""ancient"",""late"",""hit"",""calls"",""force"",""government"",""dying"",""dire"",""downfall"",""government"",""evil"",""crisis"",""terror"",""republic"",""slavery"",""tyranny"",""unexplained"",""fate"",""limited"",""government"",""doubt"",""inaction"",""peril"",""risk"",""disruption"",""disruption""]",0.04704097116843703
"FDR's Second","Franklin D. Roosevelt","1937",1800,513,0.08777777777777777,0.04777777777777778,"[""peace"",""guide"",""guidance"",""advance"",""chosen"",""forward"",""united"",""president"",""oath"",""aid"",""public"",""understanding"",""humility"",""patience"",""effort"",""democracy"",""progress"",""land"",""civilization"",""peace"",""effective"",""information"",""facts"",""progress"",""constant"",""competent"",""effective"",""cool"",""dedication"",""good"",""comfort"",""spirit"",""provide"",""abundance"",""progress"",""faithful"",""interest"",""citizen"",""determined"",""understanding"",""opportunity"",""recreation"",""polite"",""continue"",""greater"",""democracy"",""level"",""wealth"",""united"",""neighbor"",""good"",""peace"",""resources"",""wealth"",""blessed"",""happy"",""found"",""march"",""vision"",""progressive"",""persistence"",""prosperity"",""prosperity"",""conscience"",""progress"",""progress"",""advance"",""present"",""moral"",""confidence"",""courage"",""vitality"",""ahead"",""good"",""comfort"",""birth"",""continue"",""land"",""ahead"",""progress"",""improve"",""ability"",""moral"",""offer"",""democracy"",""good"",""moral"",""believing"",""good"",""save"",""feeling"",""good"",""feeling"",""good"",""success"",""admiration"",""understanding"",""morality"",""prosperity"",""morals"",""spirit"",""structure"",""justice"",""job"",""pledge"",""obvious"",""progress"",""proper"",""democracy"",""honest"",""continue"",""democracy"",""essential"",""good"",""govern"",""increase"",""holiday"",""democracy"",""democracy"",""united"",""hope"",""achieve"",""liberty"",""blessings"",""general"",""established"",""solution"",""action"",""united"",""revolutionary"",""found"",""forefathers"",""convention"",""convention"",""constitutional"",""truth"",""master"",""found"",""master"",""protect"",""truth"",""master"",""moral"",""create"",""aid"",""aid"",""solution"",""civilization"",""united"",""covenant"",""action"",""faith"",""happiness"",""essential"",""peace"",""fulfillment"",""spirit"",""president""]","[""darkness"",""dominant"",""confusion"",""injustice"",""demand"",""government"",""demand"",""government"",""criticism"",""government"",""government"",""republic"",""timidity"",""superfluous"",""subject"",""injustice"",""despair"",""denying"",""poverty"",""lacking"",""denied"",""indecent"",""disaster"",""lowest"",""denied"",""challenge"",""lowest"",""unknown"",""hitherto"",""government"",""disaster"",""ruthless"",""suffering"",""fear"",""pressure"",""despair"",""timidity"",""tarry"",""dying"",""excuse"",""evil"",""betray"",""abuse"",""abandon"",""conviction"",""collapse"",""bad"",""bad"",""secondhand"",""depression"",""shattered"",""government"",""autocratic"",""impotent"",""absence"",""evil"",""force"",""government"",""government"",""government"",""government"",""government"",""government"",""war"",""chaos"",""disaster"",""leave"",""refused"",""disease"",""suffering"",""government"",""republic"",""selfish"",""blindly"",""blind"",""ruthless"",""servant"",""unable"",""bewildered"",""government"",""government"",""despair"",""ancient"",""republic"",""anxiety"",""republic""]",0.04
"FDR's First","Franklin D. Roosevelt","1933",1876,533,0.08955223880597014,0.039445628997867806,"[""guide"",""protect"",""god"",""blessing"",""humbly"",""dedication"",""gift"",""spirit"",""present"",""action"",""vigorous"",""united"",""democracy"",""essential"",""assurance"",""young"",""clean"",""moral"",""precious"",""consciousness"",""unity"",""courage"",""courage"",""speedy"",""authority"",""constitutional"",""wisdom"",""build"",""recommend"",""constitutional"",""prepared"",""procedure"",""public"",""balance"",""action"",""task"",""authority"",""balance"",""constitutional"",""essential"",""extraordinary"",""action"",""pledge"",""armed"",""unity"",""offer"",""good"",""effective"",""progress"",""good"",""loyal"",""forward"",""respects"",""respects"",""neighbor"",""respects"",""respects"",""resolutely"",""neighbor"",""good"",""endure"",""recovery"",""assurance"",""recovery"",""pioneer"",""spirit"",""important"",""united"",""recovery"",""accomplishment"",""effort"",""important"",""balance"",""income"",""action"",""assistance"",""fulfillment"",""special"",""money"",""resumption"",""progress"",""finally"",""public"",""planning"",""relief"",""task"",""land"",""land"",""provide"",""endeavor"",""engaging"",""population"",""resources"",""reorganize"",""treat"",""task"",""accomplished"",""task"",""primary"",""action"",""action"",""ethics"",""unselfish"",""faithful"",""honor"",""honesty"",""confidence"",""pride"",""public"",""success"",""wealth"",""fellow"",""teach"",""worth"",""moral"",""joy"",""effort"",""creative"",""thrill"",""achievement"",""joy"",""money"",""happiness"",""monetary"",""noble"",""civilization"",""money"",""vision"",""vision"",""confidence"",""money"",""credit"",""public"",""money"",""goods"",""exchange"",""supply"",""generous"",""bounty"",""thankful"",""forefathers"",""substance"",""optimist"",""equally"",""existence"",""important"",""savings"",""exchange"",""income"",""pay"",""ability"",""god"",""spirit"",""victory"",""essential"",""understanding"",""vigor"",""frankness"",""advance"",""convert"",""prosper"",""revive"",""endure"",""truth"",""truth"",""present"",""expect"",""fellow""]","[""discipline"",""distrust"",""lie"",""arduous"",""foe"",""foreign"",""emergency"",""war"",""evade"",""emergency"",""departure"",""demand"",""strife"",""foreign"",""stress"",""loss"",""government"",""attack"",""strife"",""hitherto"",""discipline"",""discipline"",""discipline"",""wait"",""emergency"",""attack"",""speculation"",""unequal"",""demand"",""small"",""loss"",""tragedy"",""war"",""emergency"",""government"",""problem"",""calls"",""small"",""wrongdoing"",""selfish"",""callous"",""abandonment"",""falsity"",""chase"",""mad"",""forgotten"",""possession"",""ancient"",""perish"",""lure"",""stripped"",""failure"",""rejected"",""unscrupulous"",""failure"",""incompetence"",""afraid"",""plague"",""failure"",""distress"",""deny"",""foolish"",""problem"",""grim"",""unemployed"",""lie"",""withered"",""government"",""difficulties"",""terror"",""unjustified"",""fear"",""fear"",""shrink""]",0.050106609808102345
